id,date,price,sqft_living15,,,,,,,,,,,,,,,,sqft_living15
8078560140,,290000,1950,,,,,,,,,,,,,,,,
3438500192,,285000,1130,,,,,,,,,,,,,,,,
7974200510,,415000,1320,,,,,,,,,,,,,,,,
2557000400,,272500,2070,,,,,,,,,,,,,,,,
7960900060,,2.9e+006,3890,,,,,,,,,,,,,,,,
4054500390,,1.365e+006,4180,,,,,,,,,,,,,,,,
6378500125,,436000,1440,,,,,,,,,,,,,,,,
1745100140,,210000,1350,,,,,,,,,,,,,,,,
2976800796,,236000,1320,,,,,,,,,,,,,,,,
4235400186,,331000,1440,,,,,,,,,,,,,,,,
4215100060,,365000,2653,,,,,,,,,,,,,,,,
9189700045,,450000,1660,,,,,,,,,,,,,,,,
1126049053,,770000,1860,,,,,,,,,,,,,,,,
2022069200,,455000,2670,,,,,,,,,,,,,,,,
9412900055,,405000,2020,,,,,,,,,,,,,,,,
1722059235,,304900,1720,,,,,,,,,,,,,,,,
6874200960,,170000,1650,,,,,,,,,,,,,,,,
7424700045,,2.05e+006,3050,,,,,,,,,,,,,,,,
7202360350,,780000,3920,,,,,,,,,,,,,,,,
5634500392,,330000,2570,,,,,,,,,,,,,,,,
1509500060,,370000,2410,,,,,,,,,,,,,,,,
7214810350,,467000,2300,,,,,,,,,,,,,,,,
6647200060,,405000,1670,,,,,,,,,,,,,,,,
9552700140,,675000,2310,,,,,,,,,,,,,,,,
2200500350,,500000,1520,,,,,,,,,,,,,,,,
6113400046,,389999,2410,,,,,,,,,,,,,,,,
6619910140,,630000,2120,,,,,,,,,,,,,,,,
1115450240,,360000,2280,,,,,,,,,,,,,,,,
6073240060,,580000,2320,,,,,,,,,,,,,,,,
9297300045,,550000,2390,,,,,,,,,,,,,,,,
9510920070,,879000,3150,,,,,,,,,,,,,,,,
5468730030,,265000,1740,,,,,,,,,,,,,,,,
8079030390,,446500,2400,,,,,,,,,,,,,,,,
600000152,,404000,2140,,,,,,,,,,,,,,,,
1840000030,,267500,1630,,,,,,,,,,,,,,,,
3225069065,,3.075e+006,4550,,,,,,,,,,,,,,,,
3260800030,,335000,2510,,,,,,,,,,,,,,,,
2747100024,,576000,2190,,,,,,,,,,,,,,,,
5104530560,,208633,2370,,,,,,,,,,,,,,,,
4330600350,,315000,1460,,,,,,,,,,,,,,,,
5016001535,,725000,1740,,,,,,,,,,,,,,,,
7280300196,,550000,1800,,,,,,,,,,,,,,,,
8651520400,,610750,2250,,,,,,,,,,,,,,,,
7171200445,,550700,1460,,,,,,,,,,,,,,,,
3204800200,,665000,2720,,,,,,,,,,,,,,,,
3416600800,,834000,2440,,,,,,,,,,,,,,,,
7994700030,,201000,1660,,,,,,,,,,,,,,,,
1860600135,,2.384e+006,2880,,,,,,,,,,,,,,,,
4139480200,,1.384e+006,3860,,,,,,,,,,,,,,,,
4139480200,,1.4e+006,3860,,,,,,,,,,,,,,,,
1328320800,,305000,2150,,,,,,,,,,,,,,,,
7771300125,,487000,1570,,,,,,,,,,,,,,,,
3422059208,,390000,2350,,,,,,,,,,,,,,,,
9521101455,,548000,1570,,,,,,,,,,,,,,,,
4337000335,,268750,1310,,,,,,,,,,,,,,,,
325059286,,819900,1560,,,,,,,,,,,,,,,,
2597650240,,520000,2660,,,,,,,,,,,,,,,,
3353400435,,230000,1520,,,,,,,,,,,,,,,,
7972000240,,240000,1510,,,,,,,,,,,,,,,,
7520000520,,232000,1820,,,,,,,,,,,,,,,,
7520000520,,240500,1820,,,,,,,,,,,,,,,,
3530210260,,274975,3080,,,,,,,,,,,,,,,,
1959700550,,740000,2320,,,,,,,,,,,,,,,,
1665400045,,186375,1150,,,,,,,,,,,,,,,,
9542850320,,790000,2500,,,,,,,,,,,,,,,,
3179100060,,880000,2370,,,,,,,,,,,,,,,,
2946001550,,279000,1590,,,,,,,,,,,,,,,,
8078490390,,295000,1910,,,,,,,,,,,,,,,,
9550201550,,640000,1710,,,,,,,,,,,,,,,,
191100045,,940000,2770,,,,,,,,,,,,,,,,
5009600070,,260000,1800,,,,,,,,,,,,,,,,
200350070,,559900,2580,,,,,,,,,,,,,,,,
2877103726,,791500,1820,,,,,,,,,,,,,,,,
405100295,,265000,1740,,,,,,,,,,,,,,,,
4268200055,,245000,880,,,,,,,,,,,,,,,,
3126069068,,485000,2560,,,,,,,,,,,,,,,,
1115300070,,684000,3470,,,,,,,,,,,,,,,,
6414100671,,425000,1580,,,,,,,,,,,,,,,,
7004200060,,309600,1660,,,,,,,,,,,,,,,,
7852110140,,552250,2380,,,,,,,,,,,,,,,,
3969300030,,165000,1020,,,,,,,,,,,,,,,,
3969300030,,239900,1020,,,,,,,,,,,,,,,,
4048400070,,320000,1360,,,,,,,,,,,,,,,,
808000070,,206600,1720,,,,,,,,,,,,,,,,
7374200030,,387000,2040,,,,,,,,,,,,,,,,
7325600160,,299000,1300,,,,,,,,,,,,,,,,
2757000030,,855000,2610,,,,,,,,,,,,,,,,
616000140,,315000,1940,,,,,,,,,,,,,,,,
3363900111,,437500,1930,,,,,,,,,,,,,,,,
9262800171,,252000,1640,,,,,,,,,,,,,,,,
6607000126,,375000,1600,,,,,,,,,,,,,,,,
5416510830,,300000,2010,,,,,,,,,,,,,,,,
2201500030,,420000,1750,,,,,,,,,,,,,,,,
325059171,,900000,1340,,,,,,,,,,,,,,,,
952003285,,679900,1520,,,,,,,,,,,,,,,,
3211290370,,463000,1580,,,,,,,,,,,,,,,,
1072010350,,380000,2470,,,,,,,,,,,,,,,,
8856950070,,329500,1820,,,,,,,,,,,,,,,,
925059078,,604950,2040,,,,,,,,,,,,,,,,
7855801090,,795000,2920,,,,,,,,,,,,,,,,
723099065,,465000,1380,,,,,,,,,,,,,,,,
6116500075,,673000,2140,,,,,,,,,,,,,,,,
1118500030,,810000,3400,,,,,,,,,,,,,,,,
424069250,,785000,2770,,,,,,,,,,,,,,,,
3291800710,,338000,1810,,,,,,,,,,,,,,,,
6838700060,,280000,1430,,,,,,,,,,,,,,,,
2231500030,,315000,1810,,,,,,,,,,,,,,,,
2231500030,,530000,1810,,,,,,,,,,,,,,,,
7683900200,,380000,2860,,,,,,,,,,,,,,,,
8155830060,,297000,1650,,,,,,,,,,,,,,,,
98020310,,730000,3480,,,,,,,,,,,,,,,,
9423400140,,450000,1770,,,,,,,,,,,,,,,,
1545804860,,275000,1680,,,,,,,,,,,,,,,,
2883200160,,595000,1910,,,,,,,,,,,,,,,,
7132300695,,435000,1590,,,,,,,,,,,,,,,,
1726059053,,270000,3130,,,,,,,,,,,,,,,,
624111000,,950000,3360,,,,,,,,,,,,,,,,
808300310,,389000,2300,,,,,,,,,,,,,,,,
8563040160,,560000,2420,,,,,,,,,,,,,,,,
713500030,,1.35e+006,4050,,,,,,,,,,,,,,,,
8651600160,,799000,2450,,,,,,,,,,,,,,,,
9517200030,,365500,1410,,,,,,,,,,,,,,,,
2460700700,,252350,1710,,,,,,,,,,,,,,,,
1223039290,,403950,1880,,,,,,,,,,,,,,,,
2890100060,,385000,1610,,,,,,,,,,,,,,,,
7972600860,,345000,1450,,,,,,,,,,,,,,,,
8857320070,,490000,1950,,,,,,,,,,,,,,,,
4047200695,,330000,1790,,,,,,,,,,,,,,,,
1653500070,,927000,3180,,,,,,,,,,,,,,,,
1923000030,,1.118e+006,3600,,,,,,,,,,,,,,,,
3649100320,,330000,2000,,,,,,,,,,,,,,,,
7375300160,,530000,2110,,,,,,,,,,,,,,,,
5175800060,,365000,2000,,,,,,,,,,,,,,,,
1604601375,,378750,1060,,,,,,,,,,,,,,,,
2473251090,,269900,1390,,,,,,,,,,,,,,,,
9126100861,,557000,1630,,,,,,,,,,,,,,,,
3420069065,,360000,1880,,,,,,,,,,,,,,,,
6021501685,,352000,1560,,,,,,,,,,,,,,,,
1151100070,,437000,2430,,,,,,,,,,,,,,,,
8856950240,,322500,1820,,,,,,,,,,,,,,,,
9385200055,,650000,1510,,,,,,,,,,,,,,,,
7821200390,,450000,1290,,,,,,,,,,,,,,,,
8078520310,,278500,1570,,,,,,,,,,,,,,,,
1565950030,,364950,2090,,,,,,,,,,,,,,,,
1560930070,,840000,3180,,,,,,,,,,,,,,,,
6700400140,,268000,1550,,,,,,,,,,,,,,,,
2422029094,,517534,1380,,,,,,,,,,,,,,,,
1774220160,,632925,2990,,,,,,,,,,,,,,,,
1525200060,,577500,2450,,,,,,,,,,,,,,,,
1678400105,,339000,2850,,,,,,,,,,,,,,,,
3426059070,,570000,2520,,,,,,,,,,,,,,,,
824079032,,563500,2690,,,,,,,,,,,,,,,,
2697100140,,423000,1910,,,,,,,,,,,,,,,,
8724300030,,355000,2320,,,,,,,,,,,,,,,,
8678500060,,1.55e+006,4680,,,,,,,,,,,,,,,,
625049299,,482000,1320,,,,,,,,,,,,,,,,
6073200075,,625000,1580,,,,,,,,,,,,,,,,
6388900710,,538000,2360,,,,,,,,,,,,,,,,
1442860160,,380000,2310,,,,,,,,,,,,,,,,
7942600310,,375000,1300,,,,,,,,,,,,,,,,
1545808560,,245000,1850,,,,,,,,,,,,,,,,
936000060,,310000,1620,,,,,,,,,,,,,,,,
9808650060,,1.3e+006,3530,,,,,,,,,,,,,,,,
3754700160,,397000,1460,,,,,,,,,,,,,,,,
305500140,,365000,2310,,,,,,,,,,,,,,,,
5468750060,,328500,2290,,,,,,,,,,,,,,,,
2944010240,,988000,3930,,,,,,,,,,,,,,,,
3454000060,,1000000,1810,,,,,,,,,,,,,,,,
646910160,,237000,1490,,,,,,,,,,,,,,,,
8564950390,,525000,2300,,,,,,,,,,,,,,,,
2268400350,,749000,2140,,,,,,,,,,,,,,,,
7504101040,,722500,3180,,,,,,,,,,,,,,,,
11500890,,843000,2860,,,,,,,,,,,,,,,,
9528102772,,438000,1610,,,,,,,,,,,,,,,,
284000223,,578000,2460,,,,,,,,,,,,,,,,
3353401710,,227950,2077,,,,,,,,,,,,,,,,
8159610030,,196000,1890,,,,,,,,,,,,,,,,
3179100435,,641000,2400,,,,,,,,,,,,,,,,
822079033,,350000,1930,,,,,,,,,,,,,,,,
8857600960,,205000,1150,,,,,,,,,,,,,,,,
1774000200,,400000,1920,,,,,,,,,,,,,,,,
2024069128,,1.03e+006,3630,,,,,,,,,,,,,,,,
1049010390,,505000,1510,,,,,,,,,,,,,,,,
7905370390,,475000,1930,,,,,,,,,,,,,,,,
4140090240,,520000,2580,,,,,,,,,,,,,,,,
4055700030,,1.45e+006,2610,,,,,,,,,,,,,,,,
3775300030,,333500,1630,,,,,,,,,,,,,,,,
2525300030,,232000,1230,,,,,,,,,,,,,,,,
1324059104,,691100,2120,,,,,,,,,,,,,,,,
2287000030,,811000,1900,,,,,,,,,,,,,,,,
7702010030,,551000,2500,,,,,,,,,,,,,,,,
1529200340,,496500,2350,,,,,,,,,,,,,,,,
2122039094,,705000,2280,,,,,,,,,,,,,,,,
1742800030,,578000,2460,,,,,,,,,,,,,,,,
1796360350,,255000,1490,,,,,,,,,,,,,,,,
6154500070,,1.05e+006,3220,,,,,,,,,,,,,,,,
1843100340,,348000,2400,,,,,,,,,,,,,,,,
8944290160,,230000,1570,,,,,,,,,,,,,,,,
4166600473,,359500,2480,,,,,,,,,,,,,,,,
7282300125,,330000,1220,,,,,,,,,,,,,,,,
8658300340,,80000,1200,,,,,,,,,,,,,,,,
2419600075,,465000,1480,,,,,,,,,,,,,,,,
2621760350,,325000,2100,,,,,,,,,,,,,,,,
1723049270,,340500,1770,,,,,,,,,,,,,,,,
4123840310,,342500,1810,,,,,,,,,,,,,,,,
2172000075,,290900,1310,,,,,,,,,,,,,,,,
8651611170,,868700,3230,,,,,,,,,,,,,,,,
8820902200,,1.199e+006,2820,,,,,,,,,,,,,,,,
8651610890,,1.15e+006,4300,,,,,,,,,,,,,,,,
1853080570,,859900,3390,,,,,,,,,,,,,,,,
3629920030,,520000,1580,,,,,,,,,,,,,,,,
1604602050,,460000,1610,,,,,,,,,,,,,,,,
6844700810,,438924,1770,,,,,,,,,,,,,,,,
66000070,,315000,1420,,,,,,,,,,,,,,,,
6665800030,,590000,2920,,,,,,,,,,,,,,,,
2205700350,,378500,1620,,,,,,,,,,,,,,,,
5466000030,,328500,2350,,,,,,,,,,,,,,,,
6189200125,,849950,2230,,,,,,,,,,,,,,,,
9169600135,,525000,1730,,,,,,,,,,,,,,,,
2625069070,,1.385e+006,3850,,,,,,,,,,,,,,,,
8732131090,,295000,2060,,,,,,,,,,,,,,,,
9286000240,,1.067e+006,3600,,,,,,,,,,,,,,,,
1895000260,,207950,1860,,,,,,,,,,,,,,,,
8691370400,,699900,2820,,,,,,,,,,,,,,,,
5423010350,,1.28e+006,3080,,,,,,,,,,,,,,,,
8562501040,,452000,1560,,,,,,,,,,,,,,,,
2475200140,,370000,1680,,,,,,,,,,,,,,,,
7942100310,,232000,1300,,,,,,,,,,,,,,,,
3760000030,,669950,1910,,,,,,,,,,,,,,,,
